0.1278,0.0738209299946305
0.1634,0.0914852645086398
0.199,0.103381977985531
0.2346,0.110635669297499
0.2702,0.114211161567158
0.3058,0.11492682907258
0.3414,0.113468636302543
0.377,0.110404337496347
0.4126,0.106197522385924
0.4482,0.101221240665984
0.4838,0.0957709009402389
0.5194,0.090076320436839
0.555,0.0843127850690518
0.5906,0.0786110462857521
0.6262,0.0730661711260198
0.6618,0.0677452889424135
0.6974,0.0626942314494898
0.733,0.0579430861581402
0.7686,0.0535107802157314
0.8042,0.049408697995481
0.8398,0.045643506293335
0.8754,0.0422192205666308
0.911,0.0391386392648203
0.9466,0.0364042532419552
0.9822,0.0340187372406419
